cctv_counts.out_bike,cctv_counts.out_bus,cctv_counts.out_car,cctv_counts.out_jeepney,cctv_counts.out_large_truck,cctv_counts.out_med_truck,cctv_counts.out_others,cctv_counts.out_tryke
26498,11698,31052,47,37,36,33,20192
